cell,x_cm,dx,sigtr_g1,sigtr_g2,sigcap_g1,sigcap_g2,sigf_g1,sigf_g2,sigs12,nu_g1,nu_g2
229,25.85478241,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
230,25.94347806,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
231,26.03217372,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
232,26.15413024,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
233,26.30934763,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
234,26.46456502,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
235,26.61978241,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
236,26.74173893,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
237,26.83043458,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
238,26.91913023,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
239,27.00782588,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
240,27.09652153,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
241,27.18521719,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
242,27.27391284,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
243,27.39586936,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
244,27.55108675,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
245,27.70630414,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
246,27.86152153,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
247,27.98347805,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
248,28.07217370,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
249,28.16086935,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
250,28.24956500,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
251,28.33826066,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
252,28.42695631,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
253,28.51565196,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
254,28.63760848,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
255,28.79282587,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
256,28.94804326,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
257,29.10326065,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
258,29.22521717,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
259,29.31391282,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
260,29.40260847,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
261,29.49130412,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
262,29.57999978,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
263,29.66869543,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
264,29.75739108,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
265,29.87934760,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
266,30.03456499,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
267,30.18978238,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
268,30.34499977,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
269,30.46695629,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
270,30.55565194,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
271,30.64434759,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
272,30.73304325,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
273,30.82173890,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
274,30.91043455,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
275,30.99913020,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
276,31.12108672,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
277,31.27630411,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
278,31.43152150,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
279,31.58673889,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
280,31.70869541,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
281,31.79739106,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
282,31.88608672,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
283,31.97478237,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
284,32.06347802,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
285,32.15217367,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
286,32.24086932,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
287,32.36282584,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
288,32.51804323,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
289,32.67326062,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
290,32.82847801,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
291,32.95043453,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
292,33.03913018,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
293,33.12782584,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
294,33.21652149,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
295,33.30521714,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
296,33.39391279,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
297,33.48260844,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
298,33.60456496,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
299,33.75978235,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
300,33.91499974,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
301,34.07021713,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
302,34.19217365,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
303,34.28086931,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
304,34.36956496,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
305,34.45826061,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
306,34.54695626,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
307,34.63565191,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
308,34.72434756,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
309,34.84630408,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
310,35.00152147,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
311,35.15673886,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
312,35.31195625,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
313,35.43391278,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
314,35.52260843,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
315,35.61130408,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
316,35.69999973,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
317,35.78869538,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
318,35.87739103,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
319,35.96608668,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
320,36.08804321,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
321,36.24326060,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
322,36.39847799,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
323,36.55369538,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
324,36.67565190,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
325,36.76434755,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
326,36.85304320,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
327,36.94173885,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
328,37.03043450,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
329,37.11913015,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
330,37.20782581,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
331,37.32978233,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
332,37.48499972,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
333,37.64021711,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
334,37.79543450,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
335,37.91739102,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
336,38.00608667,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
337,38.09478232,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
338,38.18347797,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
339,38.27217362,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
340,38.36086927,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
341,38.44956493,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
342,38.57152145,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
343,38.72673884,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
344,38.88195623,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
345,39.03717362,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
346,39.15913014,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
347,39.24782579,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
348,39.33652144,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
349,39.42521709,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
350,39.51391274,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
351,39.60260840,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
352,39.69130405,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
353,39.81326057,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
354,39.96847796,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
355,40.12369535,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
356,40.27891274,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
357,40.40086926,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
358,40.48956491,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
359,40.57826056,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
360,40.66695621,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
361,40.75565187,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
362,40.84434752,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
363,40.93304317,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
364,41.05499969,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
365,41.21021708,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
366,41.36543447,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
367,41.52065186,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
368,41.64260838,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
369,41.73130403,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
370,41.81999968,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
371,41.90869533,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
372,41.99739099,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
373,42.08608664,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
374,42.17478229,.08869565,.20000000,1.00000000,.00000000,.02000000,.00000000,.18000001,.01500000,.00000000,1.39999998
375,42.29673881,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
376,42.45195620,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
377,42.60717359,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
378,42.76239098,.15521739,.20000000,1.10000002,.00000000,.00000000,.00000000,.00000000,.03000000,.00000000,.00000000
