cell,x_left_cm,x_right_cm,dx_cm,flux_g1,flux_g2,flux_g3,flux_g4,flux_g5,flux_g6,flux_g7,sigTR_g1,sigTR_g2,sigTR_g3,sigTR_g4,sigTR_g5,sigTR_g6,sigTR_g7,Rrem_g1,Rrem_g2,Rrem_g3,Rrem_g4,Rrem_g5,Rrem_g6,Rrem_g7
375,38.982149845110072,39.088025653691219,0.10587580858114758,0.19601250274914181,0.54252888140710009,0.20681935816239375,0.55071571498469959E-1,0.23405901317771861E-1,0.78039688543579374E-2,0.37934284792186064E-2,0.15920599999999999,0.41297000000000000,0.59031000000000000,0.58435000000000004,0.71799999999999997,1.2544500000000001,2.6503800000000002,0.11472832308400001,0.13063568909999995,0.24505389999999996,0.49332160000000003,0.57886203700000005,0.55453670000000010,0.16967900000000000
376,39.088025653691219,39.191695718314520,0.10367006462330143,0.19627323413748246,0.54331001548243651,0.20634961931415416,0.54553999033204841E-1,0.23068376524270656E-1,0.71596352114856191E-2,0.32838812384651901E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
377,39.191695718314520,39.295365782937822,0.10367006462330143,0.19650022197196673,0.54381088876593064,0.20603774917162668,0.54169626528098987E-1,0.22869858574480467E-1,0.67572188493668335E-2,0.30860455824432260E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
378,39.295365782937822,39.399035847561123,0.10367006462330143,0.19668054320255618,0.54412216371920341,0.20583996465245324,0.53921472423465282E-1,0.22746749498604311E-1,0.64834089941587488E-2,0.29520971837649884E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
379,39.399035847561123,39.502705912184425,0.10367006462330143,0.19681589683428022,0.54424589754905683,0.20575613648766053,0.53808876682477205E-1,0.22698648744987254E-1,0.63327963961966301E-2,0.28792556524696428E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
380,39.502705912184425,39.606375976807726,0.10367006462330143,0.19690720773027218,0.54418317543011718,0.20578621039247552,0.53831539510496504E-1,0.22725402879156406E-1,0.63024005149616112E-2,0.28660096546623895E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
381,39.606375976807726,39.710046041431028,0.10367006462330143,0.19695464381353450,0.54393413195600593,0.20593020703014062,0.53989520548780402E-1,0.22827105186046779E-1,0.63916103553556172E-2,0.29120855001997592E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
382,39.710046041431028,39.813716106054329,0.10367006462330143,0.19695761936985798,0.54349795526133671,0.20618822202635134,0.54283239034185152E-1,0.23004096016539400E-1,0.66021722987343453E-2,0.30184414812082817E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
383,39.813716106054329,39.917386170677631,0.10367006462330143,0.19691478451920882,0.54287287389874128,0.20656042603432545,0.54713474925294860E-1,0.23256963879988119E-1,0.69382246867662409E-2,0.31872878441463973E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
384,39.917386170677631,40.021056235300932,0.10367006462330143,0.19682400064707342,0.54205612621033117,0.20704706485056470,0.55281370998008894E-1,0.23586547285138412E-1,0.74063798441300717E-2,0.34221328123413591E-2,0.18304500000000001,0.33670499999999998,0.50050700000000004,0.60617399999999999,0.50275400000000003,0.92102799999999996,0.95523100000000005,0.51540902393799999E-1,0.63019026006000001E-2,0.38714900000000003E-1,0.13815300000000000,0.21698327892800001,0.67341359999999995,0.69913809999999998
385,40.021056235300932,40.126932043882078,0.10587580858114758,0.19669021734998490,0.54091606901918765,0.20770995765609032,0.55982958883193712E-1,0.24087335500730469E-1,0.81350044342881570E-2,0.40081468404028677E-2,0.15920599999999999,0.41297000000000000,0.59031000000000000,0.58435000000000004,0.71799999999999997,1.2544500000000001,2.6503800000000002,0.11472832308400001,0.13063568909999995,0.24505389999999996,0.49332160000000003,0.57886203700000005,0.55453670000000010,0.16967900000000000
386,40.126932043882078,40.232807852463225,0.10587580858114758,0.19668516696335400,0.54031983553324847,0.20804701686573346,0.56298704762239977E-1,0.24370369732784000E-1,0.84569311959439581E-2,0.43442262267834294E-2,0.15920599999999999,0.41297000000000000,0.59031000000000000,0.58435000000000004,0.71799999999999997,1.2544500000000001,2.6503800000000002,0.11472832308400001,0.13063568909999995,0.24505389999999996,0.49332160000000003,0.57886203700000005,0.55453670000000010,0.16967900000000000
