cell,x_cm,g1,g2,g3,g4,g5,g6,g7
90,9.4011110365390778,0.29660475340644676E+20,0.82830460827358183E+20,0.30746024331459215E+20,0.78926332623294751E+19,0.32454761579218017E+19,0.91882247627058176E+18,0.41230812132855194E+18
91,9.5055554807186127,0.29636960712732574E+20,0.82799505073492673E+20,0.30691532900892721E+20,0.78544581581127434E+19,0.32261179359629496E+19,0.89208230996388928E+18,0.39936852983348659E+18
92,9.6099999248981476,0.29606623709371224E+20,0.82739993863666369E+20,0.30654242539328201E+20,0.78362909093452554E+19,0.32175401333776497E+19,0.88252516202949120E+18,0.39481387152006656E+18
93,9.7144443690776825,0.29569527080659882E+20,0.82652030026154033E+20,0.30634131322007974E+20,0.78380835883210066E+19,0.32197141263441213E+19,0.88996044540139341E+18,0.39854828166126285E+18
94,9.8188888132572174,0.29525620827836137E+20,0.82535574976068321E+20,0.30631188811487166E+20,0.78598420871283405E+19,0.32326472234888264E+19,0.91453752013094912E+18,0.41065051501468915E+18
95,9.9233332574367523,0.29474741285471769E+20,0.82390447573298348E+20,0.30645416050639151E+20,0.79016261342826865E+19,0.32563826855777500E+19,0.95674870192399949E+18,0.43137560954289344E+18
96,10.027777701616287,0.29416608093917245E+20,0.82216320350365303E+20,0.30676825563528540E+20,0.79635494582073190E+19,0.32909998552591826E+19,0.10174391751613786E+19,0.46116027085119526E+18
97,10.133333255847294,0.29354494312521134E+20,0.81986997458180047E+20,0.30730412771427508E+20,0.80451431268922307E+19,0.33470719784414597E+19,0.11135388287068704E+19,0.53682044388038771E+18
98,10.239999920129776,0.29314357203017179E+20,0.81836025729206551E+20,0.30725690487536079E+20,0.80666309104665436E+19,0.33662307521122002E+19,0.11499700146823708E+19,0.57402512691280218E+18
99,10.346666584412255,0.29292496429560021E+20,0.81788906870510486E+20,0.30658059718451089E+20,0.80288842106143642E+19,0.33380718145527526E+19,0.11111942982574505E+19,0.53525728706137453E+18
100,10.452222138643263,0.29288672073230139E+20,0.81839873773857751E+20,0.30538410318731211E+20,0.79310714878523525E+19,0.32744718192323461E+19,0.10132540725248099E+19,0.45864857734238707E+18
101,10.556666582822798,0.29277000526749196E+20,0.81855774406315033E+20,0.30446989863857132E+20,0.78527203383404278E+19,0.32336748041082604E+19,0.95094392170816448E+18,0.42831578251966304E+18
102,10.661111027002333,0.29258119912745001E+20,0.81842865769082405E+20,0.30372640462066180E+20,0.77943842558203290E+19,0.32036830269665812E+19,0.90700181106024896E+18,0.40697791529124147E+18
103,10.765555471181868,0.29232320953010328E+20,0.81801537764606624E+20,0.30315315784268628E+20,0.77559071228674202E+19,0.31843963570091167E+19,0.88054917090302643E+18,0.39418554405126746E+18
104,10.869999915361403,0.29199778663327916E+20,0.81732035211366679E+20,0.30274980885304795E+20,0.77371863728573809E+19,0.31757504186812513E+19,0.87105740995585075E+18,0.38966926966721242E+18
105,10.974444359540938,0.29160555605958529E+20,0.81634461900454265E+20,0.30251612180204016E+20,0.77381727108240753E+19,0.31777163918031565E+19,0.87833727522713856E+18,0.39333404113831296E+18
106,11.078888803720472,0.29114603054964118E+20,0.81508782050231075E+20,0.30245197428229337E+20,0.77588699796252662E+19,0.31903009205287921E+19,0.90253504358848397E+18,0.40525715107225350E+18
107,11.183333247900007,0.29061760097725010E+20,0.81354819188258505E+20,0.30255735724693582E+20,0.77993351710500035E+19,0.32135461309693542E+19,0.94413546829352538E+18,0.42568986863649434E+18
108,11.287777692079542,0.29001750654271574E+20,0.81172252437513175E+20,0.30283237500543640E+20,0.78596785818989619E+19,0.32475297574272758E+19,0.10039715398034479E+19,0.45506274453880115E+18
109,11.393333246310551,0.28937953284861731E+20,0.80933879738030555E+20,0.30332273732598567E+20,0.79394414368223713E+19,0.33026443833501327E+19,0.10987380765252193E+19,0.52968809692622573E+18
110,11.499999910593029,0.28895972509550404E+20,0.80771569746414535E+20,0.30323374842052776E+20,0.79598685918747423E+19,0.33212806986789990E+19,0.11346142281774669E+19,0.56635302200493478E+18
111,11.606666574875511,0.28872007224066363E+20,0.80711821055069602E+20,0.30252373120355049E+20,0.79218255637822433E+19,0.32932180852776054E+19,0.10962842559106113E+19,0.52805837722120966E+18
112,11.712222129106518,0.28865667352791118E+20,0.80750252365069484E+20,0.30130391253171786E+20,0.78244969277983314E+19,0.32302256609080028E+19,0.99959325694075238E+18,0.45244520075738854E+18
113,11.816666573286053,0.28851427344411931E+20,0.80755435172536500E+20,0.30036625771174298E+20,0.77463617523509105E+19,0.31897750033999739E+19,0.93806363986818675E+18,0.42250145612269370E+18
114,11.921111017465588,0.28830069237712466E+20,0.80732215892746715E+20,0.29959701189989712E+20,0.76879704578175908E+19,0.31599828704513300E+19,0.89465330163120192E+18,0.40143052315613440E+18
115,12.025555461645123,0.28801880465787130E+20,0.80680981608233763E+20,0.29899569821839430E+20,0.76491669011119258E+19,0.31407498280221676E+19,0.86849434366971469E+18,0.38878859949789114E+18
